CustomerId,Surname,Geography,Gender,Age,CreditScore,Balance,NumOfProducts,IsActiveMember,Exited,ChurnProbability,PredictedChurn,RiskBand
15806837,Nnaife,France,Male,37,669,0.0,1,0,0,0.3274,1,Moderate Risk
15643496,Randolph,France,Female,34,730,74197.38,2,0,0,0.0609,0,Low Risk
15813916,Kudryashova,France,Female,31,622,89688.94,1,1,0,0.0609,0,Low Risk
15626385,George,Spain,Female,33,714,103121.33,2,1,0,0.0259,0,Low Risk
15603582,Robertson,Spain,Female,34,569,0.0,1,0,0,0.4136,1,High Risk
15764351,Yuryeva,Germany,Female,59,668,120170.07,1,1,0,0.8767,1,Critical Risk
15667938,Hurst,France,Male,32,628,149136.31,2,1,0,0.0101,0,Low Risk
15576360,Ch'iu,France,Male,40,600,141136.79,1,1,0,0.1061,0,Low Risk
15628813,King,France,Female,43,693,152341.55,1,0,0,0.4552,1,High Risk
15584190,Esposito,France,Male,36,704,120026.98,2,1,0,0.0282,0,Low Risk
15716449,Fraser,Spain,Male,33,527,132168.28,1,0,0,0.1273,0,Low Risk
15759913,Trentini,Germany,Male,43,553,85200.82,2,1,0,0.0492,0,Low Risk
15701555,Nicholls,Spain,Male,53,575,84903.33,2,1,0,0.2048,0,Moderate Risk
15758482,Montalvo,France,Female,32,626,0.0,2,0,0,0.0282,0,Low Risk
15758171,Tien,France,Male,20,582,0.0,1,1,0,0.0592,0,Low Risk
15680346,Chuang,Spain,Male,40,683,0.0,1,0,0,0.4254,1,High Risk
15649124,Fang,France,Male,30,850,121535.18,1,0,0,0.0399,0,Low Risk
15812917,Kosisochukwu,Spain,Male,35,653,116662.96,2,1,0,0.0403,0,Low Risk
15768455,Young,France,Male,60,679,0.0,2,1,0,0.0593,0,Low Risk
15703059,Scott,Germany,Female,49,549,124829.16,1,1,0,0.787,1,Critical Risk
15646196,Yeh,Spain,Female,36,850,155180.56,2,0,0,0.0547,0,Low Risk
15585451,Vigano,Germany,Female,32,558,108262.87,1,1,0,0.1998,0,Low Risk
15714057,Windradyne,Spain,Male,40,528,0.0,2,0,0,0.0359,0,Low Risk
15748473,Curnow,France,Male,38,801,0.0,2,0,0,0.0124,0,Low Risk
15785782,Ugonna,Spain,Male,48,513,0.0,1,1,1,0.4223,1,High Risk
15693233,De Neeve,Germany,Male,38,666,99812.88,2,1,0,0.0582,0,Low Risk
15757521,Ricci,France,Male,35,606,132164.26,1,1,0,0.0609,0,Low Risk
15812513,Nnaife,Germany,Male,45,599,103583.05,1,0,1,0.8098,1,Critical Risk
15674950,Ebelechukwu,Germany,Male,39,544,142406.43,2,0,0,0.1911,0,Low Risk
15678572,Keating,Spain,Male,38,529,99842.5,2,0,1,0.0873,0,Low Risk
15713608,Tuan,France,Female,41,850,0.0,2,1,0,0.0124,0,Low Risk
15579262,Shearston,France,Male,41,497,0.0,1,0,0,0.3195,1,Moderate Risk
15610426,Tien,France,Female,39,764,81042.42,1,1,0,0.2045,0,Moderate Risk
15776454,Hamilton,France,Female,48,603,0.0,1,0,1,0.9666,1,Critical Risk
15771483,Arnold,France,Male,40,609,0.0,2,1,0,0.0159,0,Low Risk
15648489,Ting,France,Male,53,487,199689.49,1,1,1,0.7352,1,Critical Risk
15646609,Chao,France,Male,33,748,142645.43,1,0,0,0.0449,0,Low Risk
15693203,Powell,Spain,Female,75,710,0.0,2,1,0,0.0,0,Low Risk
15813067,Williams,Germany,Female,45,432,110219.14,1,0,1,0.9666,1,Critical Risk
15769829,Cheng,Spain,Male,51,534,0.0,2,1,0,0.0724,0,Low Risk
15662434,Zhdanova,France,Male,25,607,0.0,2,0,0,0.0101,0,Low Risk
15773503,Tsai,Spain,Male,32,551,0.0,2,0,0,0.0124,0,Low Risk
15705890,Nebechukwu,France,Male,45,674,142072.02,1,0,0,0.6216,1,High Risk
15711398,Fetherstonhaugh,France,Female,25,525,0.0,2,0,0,0.0159,0,Low Risk
15752375,Ojiofor,Germany,Male,33,645,149564.61,1,0,0,0.2877,1,Moderate Risk
15659175,Severson,France,Female,43,755,0.0,2,0,0,0.0896,0,Low Risk
15597033,Speight,Germany,Male,37,708,153366.13,1,1,0,0.1743,0,Low Risk
15590228,Greenwalt,France,Male,21,715,76467.16,1,1,0,0.0413,0,Low Risk
15631848,Grover,France,Female,26,727,121508.28,1,1,0,0.0896,0,Low Risk
15654211,Milani,Spain,Female,27,559,0.0,1,1,0,0.0667,0,Low Risk
15707968,Akobundu,Spain,Male,36,545,73211.12,2,0,1,0.055,0,Low Risk
15594084,Anderson,France,Male,22,524,0.0,2,0,0,0.0101,0,Low Risk
15651093,Chien,France,Female,55,707,0.0,2,1,0,0.256,0,Moderate Risk
15798824,Kennedy,Spain,Male,38,671,92674.94,2,0,0,0.0926,0,Low Risk
15671591,Castiglione,Spain,Male,52,439,96196.24,4,0,1,0.9968,1,Critical Risk
15707189,Marshall,Germany,Female,36,667,114391.62,1,1,0,0.3704,1,Moderate Risk
15733581,Duncan,Germany,Male,32,831,80262.66,1,0,0,0.0791,0,Low Risk
15641640,Uspenskaya,Spain,Female,33,545,173331.52,1,0,0,0.2738,1,Moderate Risk
15585284,Thomson,Spain,Female,35,604,147285.52,1,1,0,0.0735,0,Low Risk
15617866,Calabrese,Spain,Male,67,657,119785.47,2,1,0,0.0592,0,Low Risk
15667751,Herrera,Spain,Female,36,487,140137.15,1,0,0,0.0987,0,Low Risk
15669411,Muse,Germany,Female,52,750,107467.56,1,0,1,0.9925,1,Critical Risk
15789425,Marsden,Germany,Female,37,694,98218.04,2,0,1,0.2323,0,Moderate Risk
15570943,Artemyeva,Germany,Female,35,711,133607.75,1,1,0,0.3523,1,Moderate Risk
15685829,McKay,France,Male,37,551,0.0,2,1,0,0.0124,0,Low Risk
15721917,Chuang,France,Female,38,559,95139.41,1,1,0,0.0883,0,Low Risk
15776047,Nicholls,France,Female,29,620,0.0,2,1,0,0.0316,0,Low Risk
15716024,Dennis,Spain,Male,42,660,0.0,2,0,0,0.0426,0,Low Risk
15675328,Knight,France,Female,37,449,0.0,2,0,0,0.0359,0,Low Risk
15604314,Webb,Germany,Female,26,703,97331.19,1,0,0,0.2475,0,Moderate Risk
15658339,Pugliesi,Germany,Male,37,795,139265.63,2,1,0,0.0124,0,Low Risk
15630402,Nebechukwu,France,Female,31,594,0.0,1,1,0,0.0604,0,Low Risk
15689616,Ward,Spain,Male,34,586,168094.01,1,0,0,0.1264,0,Low Risk
15774224,Nixon,Germany,Female,30,613,131563.88,2,0,0,0.1305,0,Low Risk
15701291,Chidubem,France,Male,44,601,0.0,2,0,0,0.0426,0,Low Risk
15719606,Rivers,France,Male,50,657,0.0,2,0,0,0.2558,0,Moderate Risk
15644119,Sochima,France,Male,31,531,0.0,1,1,0,0.0684,0,Low Risk
15646859,Heydon,Germany,Male,47,621,107363.29,1,1,0,0.6225,1,High Risk
15606836,Lombardo,France,Female,33,782,94493.03,1,1,0,0.0592,0,Low Risk
15664150,Holland,Germany,Female,29,528,170214.23,2,0,0,0.0588,0,Low Risk
15624510,Tien,France,Male,52,696,139781.06,1,0,1,0.9339,1,Critical Risk
15810944,Bryant,France,Female,35,586,0.0,2,0,0,0.0289,0,Low Risk
15668575,Hao,Spain,Female,26,626,148610.41,3,1,1,0.9171,1,Critical Risk
15603246,Genovesi,France,Male,73,498,170241.7,2,1,0,0.0178,0,Low Risk
15804002,Kovalev,France,Female,33,691,128306.83,1,1,0,0.0609,0,Low Risk
15728773,Hsieh,France,Female,47,568,0.0,2,1,0,0.0659,0,Low Risk
15598044,Debellis,France,Female,35,715,0.0,1,1,0,0.2715,0,Moderate Risk
15694829,Chibueze,Germany,Male,32,680,175454.0,1,1,0,0.0684,0,Low Risk
15600575,Padovano,Spain,Male,41,802,0.0,2,0,0,0.0336,0,Low Risk
15727311,Yen,France,Female,22,539,100885.93,2,1,0,0.0343,0,Low Risk
15570769,Kibble,France,Male,69,494,93320.8,1,1,0,0.0245,0,Low Risk
15606274,Lori,Germany,Male,38,594,63176.44,2,1,0,0.0426,0,Low Risk
15746139,Enemuo,France,Male,33,596,139451.67,1,0,0,0.066,0,Low Risk
15704987,Lu,France,Female,52,649,49113.75,1,0,0,0.9666,1,Critical Risk
15628972,Nebeolisa,Germany,Male,32,699,123906.22,3,1,1,0.8811,1,Critical Risk
15697686,Stewart,France,Female,40,787,0.0,2,1,0,0.0343,0,Low Risk
15733883,Ward,France,Male,28,604,0.0,2,0,0,0.0062,0,Low Risk
15617482,Milanesi,Germany,Female,52,489,131441.51,1,0,1,1.0,1,Critical Risk
15704583,Chikwado,France,Male,56,651,0.0,1,0,1,0.9677,1,Critical Risk
15621083,Douglas,France,Male,57,698,136325.48,2,1,1,0.1693,0,Low Risk
15649487,Sal,Germany,Female,38,578,113150.44,2,0,1,0.3739,1,Moderate Risk
15736760,Douglas,Spain,Female,42,538,0.0,1,0,0,0.6705,1,Critical Risk
15714658,Yates,France,Female,33,696,0.0,2,1,0,0.0254,0,Low Risk
15599081,Watt,Germany,Female,46,507,102785.16,1,1,0,0.6417,1,High Risk
15705113,P'an,Spain,Male,34,685,83264.28,1,0,0,0.0989,0,Low Risk
15631159,H?,Germany,Male,41,705,72252.64,2,1,0,0.0426,0,Low Risk
15792818,Perry,Germany,Female,29,499,148051.52,1,0,0,0.2318,0,Moderate Risk
15633531,Lavrov,France,Female,76,717,138489.66,1,1,0,0.0289,0,Low Risk
15744529,Chiekwugo,France,Male,63,510,0.0,2,1,0,0.0419,0,Low Risk
15669656,Macdonald,France,Male,32,632,111589.33,1,1,0,0.0609,0,Low Risk
15581198,Jenkins,Germany,Female,39,668,122104.79,1,0,1,0.7892,1,Critical Risk
15729054,Korovina,Germany,Male,32,744,96106.83,1,1,0,0.0729,0,Low Risk
15573452,Manning,Germany,Male,42,663,115930.87,1,0,0,0.7965,1,Critical Risk
15776733,Wilson,Germany,Female,37,638,124513.66,2,0,0,0.3024,1,Moderate Risk
15724858,Begum,France,Female,54,688,0.0,1,0,1,0.9946,1,Critical Risk
15713144,Ingrassia,Spain,Male,46,588,0.0,1,0,0,0.8054,1,Critical Risk
15690188,Maclean,France,Male,33,631,0.0,1,1,1,0.0977,0,Low Risk
15689425,Olejuru,Spain,Male,35,687,100988.39,2,0,0,0.0469,0,Low Risk
15671766,Enyinnaya,France,Male,44,599,118577.24,1,1,0,0.0689,0,Low Risk
15782806,Watson,Spain,Male,28,718,0.0,2,0,0,0.0124,0,Low Risk
15764419,Langdon,France,Male,27,730,0.0,2,1,0,0.0062,0,Low Risk
15591915,Frolov,France,Female,39,533,0.0,1,1,1,0.3772,1,Moderate Risk
15772798,Chikezie,Spain,Female,28,711,0.0,2,1,0,0.0124,0,Low Risk
15792008,Zetticci,Spain,Female,26,555,0.0,2,1,0,0.0101,0,Low Risk
15715541,Yang,France,Female,42,850,113311.11,1,1,0,0.1285,0,Low Risk
15639277,Lin,France,Female,41,678,0.0,1,0,0,0.5645,1,High Risk
15798850,Goddard,France,Male,32,576,0.0,2,0,0,0.0,0,Low Risk
15776348,Rogers,Germany,Male,20,835,124365.42,1,0,1,0.4901,1,High Risk
15727696,Zubareva,France,Male,42,592,147249.29,2,1,0,0.0433,0,Low Risk
15793813,Onochie,France,Male,36,774,103688.19,1,1,0,0.0569,0,Low Risk
15694395,Ts'ui,France,Female,29,620,138740.24,2,0,0,0.0452,0,Low Risk
15764195,Newsom,Spain,Male,39,519,111900.14,1,1,0,0.0661,0,Low Risk
15744919,Genovese,Spain,Female,37,734,152760.24,1,1,0,0.0821,0,Low Risk
15671655,Thorpe,Germany,Male,31,763,143966.3,2,1,1,0.0254,0,Low Risk
15654901,Horton,France,Male,51,733,141556.96,1,0,0,0.7061,1,Critical Risk
15649136,Williamson,France,Female,43,650,0.0,2,1,0,0.0426,0,Low Risk
15775562,Shoobridge,France,Female,33,538,0.0,2,0,0,0.0343,0,Low Risk
15807481,Peng,France,Female,46,577,0.0,1,1,0,0.6998,1,Critical Risk
15642885,Gray,France,Male,30,792,0.0,2,0,0,0.0035,0,Low Risk
15789109,Watson,France,Female,41,686,0.0,1,1,1,0.3463,1,Moderate Risk
15814004,Fyodorova,France,Male,29,589,0.0,2,1,0,0.0062,0,Low Risk
15673619,Bazhenov,France,Male,25,530,162560.32,1,0,0,0.0609,0,Low Risk
15595135,Solomon,Germany,Female,29,778,123229.46,1,0,0,0.4219,1,High Risk
15583681,Layh,Spain,Male,31,616,76665.71,2,1,0,0.0062,0,Low Risk
15605000,John,France,Male,38,550,140278.99,3,1,1,0.9946,1,Critical Risk
15718071,Tuan,France,Female,51,655,0.0,2,1,0,0.1832,0,Low Risk
15679760,Slattery,France,Male,46,721,115764.32,2,0,0,0.2572,0,Moderate Risk
15654574,Onyekachi,Germany,Male,36,499,131142.53,2,0,0,0.0833,0,Low Risk
15577178,Genovese,France,Male,45,511,68375.27,1,0,1,0.7606,1,Critical Risk
15595324,Daniels,Germany,Female,39,579,117833.3,3,0,1,0.9826,1,Critical Risk
15756932,Caldwell,Spain,Female,36,696,0.0,2,1,0,0.0159,0,Low Risk
15726358,Chiemenam,France,Male,34,681,0.0,2,0,0,0.0124,0,Low Risk
15595228,Wanliss,France,Male,45,815,0.0,1,1,1,0.4972,1,High Risk
15782530,Bruce,Spain,Male,30,681,111093.01,1,0,0,0.1245,0,Low Risk
15592877,Wright,Spain,Male,42,641,132657.55,1,0,0,0.3546,1,Moderate Risk
15651983,Fang,France,Female,56,591,128882.49,1,1,1,0.5983,1,High Risk
15746737,Eames,Germany,Male,59,565,69129.59,1,1,0,0.4007,1,High Risk
15774179,Sutherland,France,Male,37,487,0.0,2,1,0,0.0062,0,Low Risk
15667265,Cavenagh,France,Male,39,729,121404.64,1,1,0,0.0989,0,Low Risk
15655123,Dumetolisa,Spain,Female,45,505,131355.3,3,0,1,0.9764,1,Critical Risk
15595917,Mackay,France,Female,35,580,102097.33,1,1,0,0.0896,0,Low Risk
15668385,Dellucci,France,Male,40,642,154863.15,1,1,0,0.0843,0,Low Risk
15709476,Kenyon,Spain,Female,41,850,99945.93,2,0,0,0.0648,0,Low Risk
15711218,Parry,Germany,Male,39,616,121704.32,2,0,0,0.2199,0,Moderate Risk
15798659,Kennedy,Spain,Female,43,526,0.0,2,0,0,0.0661,0,Low Risk
15663939,Arnott,Germany,Male,35,523,138782.76,1,1,0,0.2667,0,Moderate Risk
15694946,Hanson,France,Male,35,663,0.0,2,1,0,0.0062,0,Low Risk
15631912,T'ao,France,Male,30,840,136291.71,1,0,0,0.0649,0,Low Risk
15768816,Shen,Germany,Male,42,570,107856.57,2,0,0,0.3841,1,Moderate Risk
15682268,Steere,Germany,Female,26,676,108348.66,1,0,1,0.3368,1,Moderate Risk
15684801,Abbott,France,Male,47,689,93871.95,3,0,1,0.9902,1,Critical Risk
15636428,Sutherland,Spain,Female,45,703,0.0,1,0,1,0.9472,1,Critical Risk
15809823,Thurgood,Germany,Male,19,491,125860.2,1,0,0,0.1803,0,Low Risk
15699284,Johnson,France,Male,49,584,172713.44,1,0,0,0.7348,1,Critical Risk
15786993,Lung,France,Female,51,810,0.0,2,1,0,0.1616,0,Low Risk
15709441,Cocci,Spain,Female,59,745,0.0,1,1,0,0.5239,1,High Risk
15710257,Matveyeva,France,Female,39,625,130786.92,1,1,0,0.1908,0,Low Risk
15582492,Moore,France,Female,29,535,112367.34,1,0,0,0.1773,0,Low Risk
15575694,Yobachukwu,Spain,Female,45,729,91091.06,2,0,0,0.4457,1,High Risk
15756820,Fleming,France,Female,26,655,106198.5,1,1,0,0.0572,0,Low Risk
15766289,Dickinson,France,Male,47,751,142669.93,2,0,0,0.3315,1,Moderate Risk
15593014,Evseyev,France,Male,33,525,112833.35,1,1,0,0.0545,0,Low Risk
15584545,Aksenov,France,Female,40,532,0.0,2,1,0,0.0609,0,Low Risk
15675949,Fleming,Spain,Female,43,696,0.0,2,1,0,0.0359,0,Low Risk
15672091,Ulyanov,Germany,Female,32,786,104336.43,2,0,0,0.0638,0,Low Risk
15801658,Summers,France,Male,55,580,104305.74,1,1,0,0.4931,1,High Risk
15706185,Clements,Germany,Male,47,596,140187.1,2,1,0,0.1693,0,Low Risk
15789863,Kazakova,France,Male,39,683,0.0,2,0,0,0.0282,0,Low Risk
15720943,Pirozzi,France,Female,45,747,114959.12,1,0,1,0.8345,1,Critical Risk
15697997,Jamieson,France,Male,33,602,164704.38,1,1,1,0.0632,0,Low Risk
15665416,Ferri,France,Male,62,779,119096.55,1,1,0,0.1329,0,Low Risk
15660200,Mai,France,Male,31,551,0.0,2,1,0,0.0,0,Low Risk
15619653,Hannaford,France,Male,47,666,0.0,1,0,1,0.8152,1,Critical Risk
15773447,Fomin,Spain,Male,30,526,0.0,1,0,0,0.1574,0,Low Risk
15739160,Mahon,France,Female,41,849,115465.28,1,0,0,0.2621,0,Moderate Risk
15689237,Shaw,France,Female,27,471,0.0,2,0,0,0.0159,0,Low Risk
15679297,Volkova,Spain,Male,43,628,184926.61,1,0,0,0.3982,1,Moderate Risk
15591433,Miles,Germany,Male,43,674,85957.88,2,0,0,0.0661,0,Low Risk
15642725,Madison,France,Male,32,797,114084.6,1,1,0,0.0144,0,Low Risk
15701962,Scott,Spain,Female,29,590,166930.76,2,0,0,0.0609,0,Low Risk
15811613,Voss,France,Female,27,588,0.0,1,0,0,0.1539,0,Low Risk
15741049,Colebatch,France,Male,29,577,0.0,2,1,0,0.0062,0,Low Risk
15724423,Wilson,France,Female,38,571,107193.82,2,0,0,0.0815,0,Low Risk
15574305,T'ang,France,Male,36,680,116275.12,1,1,0,0.0609,0,Low Risk
15678168,Gibson,Spain,Female,27,648,0.0,2,1,0,0.0101,0,Low Risk
15697020,Hs?eh,France,Male,39,618,91068.56,1,0,0,0.1419,0,Low Risk
15610801,Pan,Germany,Male,41,648,123049.21,1,1,0,0.4207,1,High Risk
15745232,Chikelu,France,Female,39,759,0.0,2,1,0,0.0532,0,Low Risk
15722758,Allan,France,Male,40,585,0.0,2,0,0,0.0359,0,Low Risk
15792102,Yefremova,France,Female,42,774,137781.65,1,0,0,0.1874,0,Low Risk
15675185,Chuang,Germany,Female,48,697,108128.96,2,1,0,0.3631,1,Moderate Risk
15801247,Fan,Spain,Male,39,605,105317.73,2,0,0,0.13,0,Low Risk
15725660,Dellucci,France,Male,20,676,80569.73,1,0,0,0.0352,0,Low Risk
15638963,Garran,France,Female,22,678,174852.89,1,1,0,0.0738,0,Low Risk
15800061,Moretti,Spain,Female,45,495,89158.94,3,0,1,1.0,1,Critical Risk
15578006,Yao,France,Female,85,787,0.0,2,1,0,0.0159,0,Low Risk
15668504,Lucchesi,France,Male,36,770,89800.14,1,1,0,0.0365,0,Low Risk
15687491,Nkemdilim,Germany,Male,45,817,101207.75,1,0,1,0.8279,1,Critical Risk
15610403,Anderson,France,Male,43,659,106086.42,2,0,0,0.1584,0,Low Risk
15741094,Sagese,France,Male,21,693,0.0,2,1,0,0.0,0,Low Risk
15807909,Rubensohn,France,Male,47,744,0.0,2,0,0,0.1584,0,Low Risk
15666141,Baldwin,Spain,Female,26,829,101440.36,2,1,0,0.0124,0,Low Risk
15617134,Iqbal,France,Male,38,716,0.0,2,0,0,0.0274,0,Low Risk
15783029,Monaldo,France,Male,34,671,106603.74,2,1,0,0.0179,0,Low Risk
15622833,Mahon,Germany,Female,29,835,130420.2,2,0,0,0.0724,0,Low Risk
15746422,Muir,France,Female,38,636,0.0,1,0,0,0.4524,1,High Risk
15750839,Burns,Spain,Male,29,649,45022.23,1,1,0,0.0792,0,Low Risk
15749130,Dyer,Germany,Male,27,621,74298.43,1,1,0,0.0452,0,Low Risk
15779862,Lyons,Germany,Female,31,658,133003.03,1,1,1,0.2576,0,Moderate Risk
15767871,H?,Spain,Male,48,784,0.0,2,1,0,0.0219,0,Low Risk
15679651,Gardiner,Spain,Female,37,783,136689.66,1,0,0,0.1117,0,Low Risk
15576219,Cameron,France,Male,32,615,0.0,2,1,0,0.0,0,Low Risk
15699247,Chapman,France,Female,44,791,0.0,2,1,1,0.0419,0,Low Risk
15619087,Taylor,France,Male,53,762,102520.37,1,1,0,0.374,1,Moderate Risk
15605327,Namatjira,France,Male,35,607,0.0,2,1,0,0.0101,0,Low Risk
15610140,He,France,Female,34,601,0.0,2,0,0,0.0282,0,Low Risk
15791174,Leibius,Spain,Male,67,540,88382.01,1,1,0,0.1162,0,Low Risk
15602373,White,France,Male,44,812,115049.15,2,0,0,0.0832,0,Low Risk
15762605,Wall,France,Male,58,685,104796.54,1,1,0,0.383,1,Moderate Risk
15598840,Moretti,France,Male,33,680,123082.08,1,0,0,0.0609,0,Low Risk
15744279,Patterson,Spain,Female,58,680,0.0,2,1,0,0.0609,0,Low Risk
15670619,Coppin,France,Female,33,631,0.0,2,0,0,0.0359,0,Low Risk
15599533,Tsao,France,Female,43,569,0.0,2,1,0,0.0426,0,Low Risk
15757837,Kao,Germany,Male,33,584,88311.48,2,1,0,0.0159,0,Low Risk
15697574,Stewart,France,Female,40,582,0.0,3,1,0,0.8345,1,Critical Risk
15578738,Tuan,France,Male,32,609,71872.19,1,1,0,0.0419,0,Low Risk
15762228,Barnes,Spain,Male,35,506,110046.93,2,0,0,0.0459,0,Low Risk
15614827,Sun,France,Male,42,503,104430.08,1,1,0,0.0896,0,Low Risk
15789815,Fallaci,France,Female,28,503,0.0,2,0,0,0.0159,0,Low Risk
15579781,Buccho,Germany,Male,31,806,138653.51,1,0,0,0.1851,0,Low Risk
15587013,Tien,France,Female,31,653,102575.04,1,1,0,0.0538,0,Low Risk
15570932,Pirozzi,France,Male,43,666,137780.74,2,1,1,0.0604,0,Low Risk
15794661,Liu,Spain,Male,32,674,0.0,2,0,0,0.0124,0,Low Risk
15581654,Long,France,Male,32,798,0.0,2,1,0,0.0,0,Low Risk
15644296,Scott,France,Female,30,740,105209.54,1,0,0,0.0576,0,Low Risk
15614420,Gerasimova,Germany,Female,32,531,109570.21,2,1,0,0.0792,0,Low Risk
15609653,Ifeatu,Germany,Female,44,614,118715.86,1,0,1,0.8592,1,Critical Risk
15594577,De Luca,France,Male,35,556,0.0,2,1,0,0.0159,0,Low Risk
15584114,Ogbonnaya,Germany,Female,43,678,153393.18,2,1,0,0.0369,0,Low Risk
15673367,Humffray,Germany,Male,33,587,132603.36,1,0,0,0.5215,1,High Risk
15685576,Degtyaryov,Spain,Female,36,527,0.0,2,1,0,0.0159,0,Low Risk
15774727,Monaldo,Germany,Female,34,757,129398.01,2,0,0,0.0901,0,Low Risk
15694288,Cawthorne,Spain,Male,28,468,0.0,2,0,0,0.0124,0,Low Risk
15603319,Graham,France,Male,29,693,151352.74,1,0,0,0.0359,0,Low Risk
15759066,Carpenter,France,Female,44,483,136836.49,1,0,1,0.4943,1,High Risk
15814816,Kambinachi,France,Male,40,466,91592.06,1,0,1,0.225,0,Moderate Risk
15724402,Tyler,France,Female,30,770,0.0,2,0,0,0.0274,0,Low Risk
15571059,Martin,France,Female,54,734,0.0,1,0,1,0.9902,1,Critical Risk
15674206,Walker,France,Female,22,716,0.0,2,1,0,0.0124,0,Low Risk
15715160,Khan,France,Male,36,439,165536.28,2,1,0,0.0159,0,Low Risk
15730448,Iroawuchi,Germany,Male,25,538,62482.95,1,1,0,0.0629,0,Low Risk
15662067,Summers,France,Male,40,743,68155.59,1,0,0,0.1962,0,Low Risk
15779581,Bottrill,Spain,Female,43,734,55853.33,2,1,1,0.0993,0,Low Risk
15662901,Hu,France,Male,37,656,0.0,2,1,0,0.0124,0,Low Risk
15689751,Jones,France,Female,31,666,79589.43,1,0,0,0.0527,0,Low Risk
15667742,Vincent,Spain,Male,41,627,100880.76,1,1,0,0.1049,0,Low Risk
15738448,Sanford,Germany,Female,25,480,174330.35,2,0,0,0.0262,0,Low Risk
15680243,Brown,France,Male,19,792,143390.51,1,0,0,0.0649,0,Low Risk
15745083,Lei,Germany,Male,59,613,91415.76,1,0,1,0.9677,1,Critical Risk
15708228,Toscani,Germany,Male,30,476,134366.42,1,0,0,0.26,0,Moderate Risk
15628523,Chien,France,Female,24,539,0.0,2,1,0,0.0159,0,Low Risk
15708196,Uchenna,Spain,Male,60,696,88786.81,1,1,0,0.1268,0,Low Risk
15735549,Lori,Germany,Male,35,810,96814.46,2,1,0,0.0336,0,Low Risk
15809347,Fanucci,Germany,Male,32,763,160680.41,1,0,0,0.3887,1,Moderate Risk
15660866,Chimaobim,France,Female,29,640,0.0,2,0,0,0.0124,0,Low Risk
15766609,Jowers,France,Female,47,655,0.0,2,0,0,0.4705,1,High Risk
15654230,Miller,Germany,Male,31,526,145537.21,1,0,0,0.2877,1,Moderate Risk
15794566,Kirsova,France,Female,28,678,0.0,2,1,1,0.0316,0,Low Risk
15800890,T'ien,France,Female,45,554,0.0,2,1,0,0.0724,0,Low Risk
15697424,Ku,Spain,Female,30,597,119370.11,1,1,1,0.0953,0,Low Risk
15724536,Chin,Spain,Female,28,560,0.0,2,1,0,0.0124,0,Low Risk
15735878,Law,Germany,Female,47,850,134381.52,1,0,1,0.9409,1,Critical Risk
15707596,Chung,Germany,Female,74,546,114888.74,2,1,1,0.0419,0,Low Risk
15657163,Cockrum,Germany,Male,42,623,149332.48,2,0,0,0.1934,0,Low Risk
15622478,Greaves,France,Female,40,698,105061.74,3,0,1,0.9826,1,Critical Risk
15779529,Grant,France,Male,32,620,0.0,2,1,0,0.0062,0,Low Risk
15636023,O'Donnell,France,Female,40,619,0.0,1,1,1,0.3789,1,Moderate Risk
15582066,Maclean,France,Male,21,561,0.0,1,1,0,0.0655,0,Low Risk
15666675,Hsieh,France,Female,39,753,155062.8,1,1,0,0.1788,0,Low Risk
15732987,Hs?,Spain,Male,43,721,88798.34,1,0,0,0.177,0,Low Risk
15789432,Mazzanti,France,Male,33,451,0.0,2,0,0,0.0124,0,Low Risk
15663161,Chiu,Germany,Female,51,680,143139.87,1,0,1,0.9798,1,Critical Risk
15694879,Reeves,Spain,Female,23,590,0.0,2,0,0,0.0062,0,Low Risk
15593715,Castiglione,Germany,Male,27,634,107027.52,1,0,0,0.3523,1,Moderate Risk
15575002,Ferguson,France,Male,29,676,140720.93,1,0,0,0.0989,0,Low Risk
15622171,Nnamdi,France,Male,30,642,80964.57,2,0,0,0.0262,0,Low Risk
15795224,Wu,France,Male,39,760,178585.46,1,0,1,0.4205,1,High Risk
15685346,Chu,Spain,Female,26,736,135889.13,1,1,0,0.0855,0,Low Risk
15691808,King,France,Male,43,656,134919.85,1,0,0,0.1923,0,Low Risk
15721007,Charlton,Germany,Male,33,776,115130.34,1,0,1,0.4958,1,High Risk
15794253,Marsh,Spain,Female,34,832,138190.13,2,1,0,0.0471,0,Low Risk
15694453,Walker,Germany,Male,37,631,131519.49,2,1,0,0.0815,0,Low Risk
15813113,Chang,Spain,Female,56,795,0.0,1,0,1,0.9826,1,Critical Risk
15614187,Pottinger,Germany,Female,39,648,126935.98,2,1,0,0.1719,0,Low Risk
15619407,Buckley,France,Male,39,615,133707.09,1,1,0,0.0724,0,Low Risk
15646227,Folliero,France,Female,27,682,97893.2,1,0,0,0.0843,0,Low Risk
15660541,Olisanugo,France,Male,34,694,127900.03,1,0,0,0.1149,0,Low Risk
15753874,Kent,France,Male,37,694,143835.47,1,1,0,0.0365,0,Low Risk
15617877,Jessop,France,Male,44,607,0.0,2,1,0,0.0204,0,Low Risk
15772073,Hodge,France,Male,48,664,0.0,1,0,1,0.778,1,Critical Risk
15701537,Ignatiev,France,Male,60,756,0.0,1,1,1,0.587,1,High Risk
15736228,Chambers,France,Female,40,645,129596.77,1,1,0,0.1991,0,Low Risk
15780572,Mansom,Spain,Male,30,653,0.0,2,0,0,0.0159,0,Low Risk
15769596,Yen,Germany,Female,24,710,110407.44,2,0,1,0.0993,0,Low Risk
